entryValidBit, t0, hostName, IP Addr, First Line, t1, t2, t3, (t2 - t1), (t3 - t2)
true, Mon Mar 26 05:18:53 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332753546596, 1332753547046, 1332753547325, 450, 279
true, Mon Mar 26 05:18:53 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332753547326, 1332753548456, 1332753548820, 1130, 364
true, Mon Mar 26 05:18:53 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332753548820, 1332753549705, 1332753549900, 885, 195
true, Mon Mar 26 05:18:53 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332753550080, 1332753550318, 1332753550789, 238, 471
true, Mon Mar 26 05:18:53 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332753550789, 1332753551042, 1332753551540, 253, 498
true, Mon Mar 26 05:18:53 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332753551540, 1332753552192, 1332753552609, 652, 417
true, Mon Mar 26 05:18:53 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332753552609, 1332753552734, 1332753553001, 125, 267
true, Mon Mar 26 05:18:53 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332753553001, 1332753553062, 1332753553228, 61, 166
true, Mon Mar 26 05:18:53 EDT 2012, www.umn.edu, 134.84.119.207, HTTP/1.1 302 Found, 1332753553228, 1332753553274, 1332753553362, 46, 88
true, Mon Mar 26 05:18:53 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332753553362, 1332753553424, 1332753553528, 62, 104
true, Mon Mar 26 05:18:53 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332753553628, 1332753553837, 1332753554247, 209, 410
true, Mon Mar 26 05:18:53 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332753554451, 1332753554607, 1332753554927, 156, 320
true, Mon Mar 26 05:18:53 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332753555406, 1332753555416, 1332753555806, 10, 390
true, Mon Mar 26 05:18:53 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332753555806, 1332753556266, 1332753556723, 460, 457
true, Mon Mar 26 05:18:53 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332753556724, 1332753557274, 1332753557895, 550, 621
true, Mon Mar 26 05:18:53 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332753557896, 1332753558517, 1332753562059, 621, 3542
true, Mon Mar 26 05:18:53 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332753562059, 1332753577069, 1332753577655, 15010, 586
true, Mon Mar 26 05:49:37 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332755377725, 1332755377732, 1332755377743, 7, 11
true, Mon Mar 26 05:49:37 EDT 2012, www.google.com, 74.125.65.103, HTTP/1.0 200 OK, 1332755377759, 1332755377760, 1332755377811, 1, 51
true, Mon Mar 26 05:49:37 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332755377832, 1332755378487, 1332755378601, 655, 114
true, Mon Mar 26 05:49:37 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332755378602, 1332755378649, 1332755378757, 47, 108
true, Mon Mar 26 05:49:37 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332755378757, 1332755378946, 1332755379106, 189, 160
true, Mon Mar 26 05:49:37 EDT 2012, www.youtube.com, 74.125.45.91, HTTP/1.0 200 OK, 1332755379265, 1332755379319, 1332755379370, 54, 51
true, Mon Mar 26 05:49:37 EDT 2012, www.facebook.com, 69.171.234.32, HTTP/1.1 400 Bad Request, 1332755379391, 1332755379391, 1332755379586, 0, 195
true, Mon Mar 26 05:49:37 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332755379586, 1332755379713, 1332755379945, 127, 232
true, Mon Mar 26 05:49:37 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332755379945, 1332755379946, 1332755380988, 1, 1042
true, Mon Mar 26 05:49:37 EDT 2012, www.bbc.co.uk, 212.58.244.70, HTTP/1.1 404 Not Found, 1332755381246, 1332755381454, 1332755381688, 208, 234
true, Mon Mar 26 05:49:37 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332755393890, 1332755394313, 1332755394592, 423, 279
true, Mon Mar 26 05:49:37 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332755394593, 1332755394892, 1332755395282, 299, 390
true, Mon Mar 26 05:49:37 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332755395282, 1332755397164, 1332755397361, 1882, 197
true, Mon Mar 26 05:49:37 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332755397541, 1332755397790, 1332755398261, 249, 471
true, Mon Mar 26 05:49:37 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332755398261, 1332755398536, 1332755399033, 275, 497
true, Mon Mar 26 05:49:37 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332755399034, 1332755401467, 1332755401893, 2433, 426
true, Mon Mar 26 05:49:37 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332755401893, 1332755402065, 1332755402332, 172, 267
true, Mon Mar 26 05:49:37 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332755402332, 1332755402420, 1332755402586, 88, 166
true, Mon Mar 26 05:49:37 EDT 2012, www.umn.edu, 134.84.119.7, HTTP/1.1 302 Found, 1332755402586, 1332755402670, 1332755402757, 84, 87
true, Mon Mar 26 05:49:37 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332755402757, 1332755402765, 1332755402865, 8, 100
true, Mon Mar 26 05:49:37 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332755402962, 1332755403140, 1332755403549, 178, 409
true, Mon Mar 26 05:49:37 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332755403753, 1332755403903, 1332755404223, 150, 320
true, Mon Mar 26 05:49:37 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332755404702, 1332755404703, 1332755405095, 1, 392
true, Mon Mar 26 05:49:37 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332755405095, 1332755405443, 1332755405901, 348, 458
true, Mon Mar 26 05:49:37 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332755405902, 1332755406294, 1332755411566, 392, 5272
true, Mon Mar 26 05:49:37 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332755411581, 1332755412609, 1332755413151, 1028, 542
true, Mon Mar 26 05:49:37 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332755413151, 1332755428161, 1332755428749, 15010, 588
true, Mon Mar 26 06:20:28 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332757228821, 1332757228827, 1332757228839, 6, 12
true, Mon Mar 26 06:20:28 EDT 2012, www.google.com, 74.125.65.103, HTTP/1.0 200 OK, 1332757228854, 1332757228855, 1332757228906, 1, 51
true, Mon Mar 26 06:20:28 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332757228927, 1332757229403, 1332757229516, 476, 113
true, Mon Mar 26 06:20:28 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332757229517, 1332757229544, 1332757229619, 27, 75
true, Mon Mar 26 06:20:28 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332757229619, 1332757229782, 1332757229941, 163, 159
true, Mon Mar 26 06:20:28 EDT 2012, www.youtube.com, 74.125.45.190, HTTP/1.0 200 OK, 1332757230100, 1332757230107, 1332757230158, 7, 51
true, Mon Mar 26 06:20:28 EDT 2012, www.facebook.com, 69.171.229.14, HTTP/1.1 400 Bad Request, 1332757230178, 1332757230179, 1332757230364, 1, 185
true, Mon Mar 26 06:20:28 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332757230364, 1332757230479, 1332757230704, 115, 225
true, Mon Mar 26 06:20:28 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332757230705, 1332757230706, 1332757231015, 1, 309
true, Mon Mar 26 06:20:28 EDT 2012, www.bbc.co.uk, 212.58.246.91, HTTP/1.1 404 Not Found, 1332757231274, 1332757231485, 1332757231717, 211, 232
true, Mon Mar 26 06:20:28 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332757243886, 1332757244305, 1332757244585, 419, 280
true, Mon Mar 26 06:20:28 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332757244585, 1332757244586, 1332757244972, 1, 386
true, Mon Mar 26 06:20:28 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332757244972, 1332757244973, 1332757245176, 1, 203
true, Mon Mar 26 06:20:28 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332757245361, 1332757245631, 1332757246102, 270, 471
true, Mon Mar 26 06:20:28 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332757246102, 1332757246633, 1332757247130, 531, 497
true, Mon Mar 26 06:20:28 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332757247130, 1332757247776, 1332757248195, 646, 419
true, Mon Mar 26 06:20:28 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332757248195, 1332757248338, 1332757248635, 143, 297
true, Mon Mar 26 06:20:28 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332757248635, 1332757248754, 1332757248920, 119, 166
true, Mon Mar 26 06:20:28 EDT 2012, www.umn.edu, 134.84.119.7, HTTP/1.1 302 Found, 1332757248920, 1332757248969, 1332757249057, 49, 88
true, Mon Mar 26 06:20:28 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332757249057, 1332757249058, 1332757249141, 1, 83
true, Mon Mar 26 06:20:28 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332757249224, 1332757249449, 1332757249857, 225, 408
true, Mon Mar 26 06:20:28 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332757250060, 1332757250061, 1332757250383, 1, 322
true, Mon Mar 26 06:20:28 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332757250865, 1332757250865, 1332757251245, 0, 380
true, Mon Mar 26 06:20:28 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332757251245, 1332757251246, 1332757251706, 1, 460
false, Mon Mar 26 06:20:28 EDT 2012, www.unisa.ac.za, 163.200.81.116, Other IOEception, 1332757251706, 1332757251707, 1332757251706, 1, -1
true, Mon Mar 26 06:20:28 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332757271146, 1332757271146, 1332757271689, 0, 543
true, Mon Mar 26 06:20:28 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332757271689, 1332757286700, 1332757287286, 15011, 586
true, Mon Mar 26 06:51:27 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332759087361, 1332759087368, 1332759087377, 7, 9
true, Mon Mar 26 06:51:27 EDT 2012, www.google.com, 74.125.65.104, HTTP/1.0 200 OK, 1332759087393, 1332759087394, 1332759087448, 1, 54
true, Mon Mar 26 06:51:27 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332759087469, 1332759087679, 1332759087793, 210, 114
true, Mon Mar 26 06:51:27 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332759087793, 1332759087821, 1332759087895, 28, 74
true, Mon Mar 26 06:51:27 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332759087895, 1332759087914, 1332759088074, 19, 160
true, Mon Mar 26 06:51:27 EDT 2012, www.youtube.com, 74.125.45.91, HTTP/1.0 200 OK, 1332759088233, 1332759088241, 1332759088293, 8, 52
true, Mon Mar 26 06:51:27 EDT 2012, www.facebook.com, 69.171.229.12, HTTP/1.1 400 Bad Request, 1332759088314, 1332759088322, 1332759088505, 8, 183
true, Mon Mar 26 06:51:27 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332759088506, 1332759088634, 1332759088859, 128, 225
true, Mon Mar 26 06:51:27 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332759088860, 1332759088867, 1332759089167, 7, 300
true, Mon Mar 26 06:51:27 EDT 2012, www.bbc.co.uk, 212.58.244.66, HTTP/1.1 404 Not Found, 1332759089424, 1332759089627, 1332759089854, 203, 227
true, Mon Mar 26 06:51:27 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332759102274, 1332759102694, 1332759102977, 420, 283
true, Mon Mar 26 06:51:27 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332759102977, 1332759103166, 1332759103528, 189, 362
true, Mon Mar 26 06:51:27 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332759103529, 1332759103617, 1332759103820, 88, 203
true, Mon Mar 26 06:51:27 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332759103992, 1332759104241, 1332759104712, 249, 471
true, Mon Mar 26 06:51:27 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332759104712, 1332759104973, 1332759105470, 261, 497
true, Mon Mar 26 06:51:27 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332759105470, 1332759106119, 1332759106535, 649, 416
true, Mon Mar 26 06:51:27 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332759106535, 1332759106649, 1332759106916, 114, 267
true, Mon Mar 26 06:51:27 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332759106916, 1332759107057, 1332759107221, 141, 164
true, Mon Mar 26 06:51:27 EDT 2012, www.umn.edu, 134.84.119.207, HTTP/1.1 302 Found, 1332759107221, 1332759107268, 1332759107356, 47, 88
true, Mon Mar 26 06:51:27 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332759107356, 1332759107357, 1332759107442, 1, 85
true, Mon Mar 26 06:51:27 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332759107524, 1332759107745, 1332759108157, 221, 412
true, Mon Mar 26 06:51:27 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332759108361, 1332759108362, 1332759108682, 1, 320
true, Mon Mar 26 06:51:27 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332759109160, 1332759109336, 1332759109731, 176, 395
true, Mon Mar 26 06:51:27 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332759109731, 1332759110187, 1332759110672, 456, 485
false, Mon Mar 26 06:51:27 EDT 2012, www.unisa.ac.za, 163.200.81.116, Other IOEception, 1332759110674, 1332759110674, 1332759110672, 0, -2
true, Mon Mar 26 06:51:27 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332759130153, 1332759131130, 1332759131716, 977, 586
true, Mon Mar 26 06:51:27 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332759131716, 1332759146726, 1332759147313, 15010, 587
true, Mon Mar 26 07:22:27 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332760947392, 1332760947398, 1332760947410, 6, 12
true, Mon Mar 26 07:22:27 EDT 2012, www.google.com, 74.125.45.105, HTTP/1.0 200 OK, 1332760947427, 1332760947428, 1332760947486, 1, 58
true, Mon Mar 26 07:22:27 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332760947506, 1332760947514, 1332760947628, 8, 114
true, Mon Mar 26 07:22:27 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332760947628, 1332760947653, 1332760947744, 25, 91
true, Mon Mar 26 07:22:27 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332760947744, 1332760947835, 1332760947997, 91, 162
true, Mon Mar 26 07:22:27 EDT 2012, www.youtube.com, 74.125.65.91, HTTP/1.0 200 OK, 1332760948156, 1332760948157, 1332760948210, 1, 53
true, Mon Mar 26 07:22:27 EDT 2012, www.facebook.com, 69.171.229.11, HTTP/1.1 400 Bad Request, 1332760948232, 1332760948234, 1332760948442, 2, 208
true, Mon Mar 26 07:22:27 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332760948442, 1332760948566, 1332760948793, 124, 227
true, Mon Mar 26 07:22:27 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332760948794, 1332760948794, 1332760949424, 0, 630
true, Mon Mar 26 07:22:27 EDT 2012, www.bbc.co.uk, 212.58.246.91, HTTP/1.1 404 Not Found, 1332760949683, 1332760949905, 1332760950142, 222, 237
true, Mon Mar 26 07:22:27 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332760962197, 1332760962632, 1332760962911, 435, 279
true, Mon Mar 26 07:22:27 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332760962911, 1332760963210, 1332760963574, 299, 364
true, Mon Mar 26 07:22:27 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332760963574, 1332760963575, 1332760963776, 1, 201
true, Mon Mar 26 07:22:27 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332760963961, 1332760964230, 1332760964701, 269, 471
true, Mon Mar 26 07:22:27 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332760964702, 1332760964952, 1332760965450, 250, 498
true, Mon Mar 26 07:22:27 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332760965451, 1332760966107, 1332760966523, 656, 416
true, Mon Mar 26 07:22:27 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332760966523, 1332760966680, 1332760966946, 157, 266
true, Mon Mar 26 07:22:27 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332760966947, 1332760967009, 1332760967173, 62, 164
true, Mon Mar 26 07:22:27 EDT 2012, www.umn.edu, 134.84.119.7, HTTP/1.1 302 Found, 1332760967173, 1332760967236, 1332760967324, 63, 88
true, Mon Mar 26 07:22:27 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332760967324, 1332760967325, 1332760967408, 1, 83
true, Mon Mar 26 07:22:27 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332760967490, 1332760967670, 1332760968089, 180, 419
true, Mon Mar 26 07:22:27 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332760968294, 1332760968294, 1332760968617, 0, 323
true, Mon Mar 26 07:22:27 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332760969099, 1332760969100, 1332760969495, 1, 395
true, Mon Mar 26 07:22:27 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332760969496, 1332760969496, 1332760970014, 0, 518
true, Mon Mar 26 07:22:27 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332760970015, 1332760970015, 1332760970631, 0, 616
true, Mon Mar 26 07:22:27 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332760970632, 1332760970632, 1332760971290, 0, 658
true, Mon Mar 26 07:22:27 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332760971290, 1332760986300, 1332760986934, 15010, 634
true, Mon Mar 26 07:53:07 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332762787008, 1332762787014, 1332762787027, 6, 13
true, Mon Mar 26 07:53:07 EDT 2012, www.google.com, 74.125.65.105, HTTP/1.0 200 OK, 1332762787043, 1332762787077, 1332762787128, 34, 51
true, Mon Mar 26 07:53:07 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332762787151, 1332762787154, 1332762787268, 3, 114
true, Mon Mar 26 07:53:07 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332762787268, 1332762787294, 1332762787385, 26, 91
true, Mon Mar 26 07:53:07 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332762787385, 1332762787588, 1332762787749, 203, 161
true, Mon Mar 26 07:53:07 EDT 2012, www.youtube.com, 74.125.65.91, HTTP/1.0 200 OK, 1332762787908, 1332762787925, 1332762787977, 17, 52
true, Mon Mar 26 07:53:07 EDT 2012, www.facebook.com, 69.171.224.12, HTTP/1.1 400 Bad Request, 1332762787997, 1332762788015, 1332762788208, 18, 193
true, Mon Mar 26 07:53:07 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332762788208, 1332762788328, 1332762788555, 120, 227
true, Mon Mar 26 07:53:07 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332762788556, 1332762788671, 1332762788973, 115, 302
true, Mon Mar 26 07:53:07 EDT 2012, www.bbc.co.uk, 212.58.244.68, HTTP/1.1 404 Not Found, 1332762789232, 1332762789438, 1332762789669, 206, 231
true, Mon Mar 26 07:53:07 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332762801237, 1332762801680, 1332762801959, 443, 279
true, Mon Mar 26 07:53:07 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332762801959, 1332762802258, 1332762802629, 299, 371
true, Mon Mar 26 07:53:07 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332762802629, 1332762802814, 1332762803011, 185, 197
true, Mon Mar 26 07:53:07 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332762803189, 1332762803440, 1332762803911, 251, 471
true, Mon Mar 26 07:53:07 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332762803912, 1332762804164, 1332762804661, 252, 497
true, Mon Mar 26 07:53:07 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332762804662, 1332762805349, 1332762805764, 687, 415
true, Mon Mar 26 07:53:07 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332762805764, 1332762805890, 1332762806157, 126, 267
true, Mon Mar 26 07:53:07 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332762806157, 1332762806218, 1332762806388, 61, 170
true, Mon Mar 26 07:53:07 EDT 2012, www.umn.edu, 134.84.119.7, HTTP/1.1 302 Found, 1332762806388, 1332762806458, 1332762806545, 70, 87
true, Mon Mar 26 07:53:07 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332762806545, 1332762806591, 1332762806674, 46, 83
true, Mon Mar 26 07:53:07 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332762806756, 1332762807111, 1332762807538, 355, 427
true, Mon Mar 26 07:53:07 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332762807761, 1332762807869, 1332762808188, 108, 319
true, Mon Mar 26 07:53:07 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332762808666, 1332762808871, 1332762809266, 205, 395
true, Mon Mar 26 07:53:07 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332762809266, 1332762809768, 1332762810257, 502, 489
true, Mon Mar 26 07:53:07 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332762810257, 1332762810617, 1332762811234, 360, 617
true, Mon Mar 26 07:53:07 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332762811234, 1332762812033, 1332762812686, 799, 653
true, Mon Mar 26 07:53:07 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332762812686, 1332762827695, 1332762828384, 15009, 689
true, Mon Mar 26 08:23:48 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332764628460, 1332764628467, 1332764628478, 7, 11
true, Mon Mar 26 08:23:48 EDT 2012, www.google.com, 74.125.45.147, HTTP/1.0 200 OK, 1332764628493, 1332764628501, 1332764628554, 8, 53
true, Mon Mar 26 08:23:48 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332764628575, 1332764628582, 1332764628696, 7, 114
true, Mon Mar 26 08:23:48 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332764628697, 1332764628721, 1332764628795, 24, 74
true, Mon Mar 26 08:23:48 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332764628795, 1332764628925, 1332764629086, 130, 161
true, Mon Mar 26 08:23:48 EDT 2012, www.youtube.com, 74.125.65.91, HTTP/1.0 200 OK, 1332764629246, 1332764629270, 1332764629324, 24, 54
true, Mon Mar 26 08:23:48 EDT 2012, www.facebook.com, 69.171.228.39, HTTP/1.1 400 Bad Request, 1332764629345, 1332764629346, 1332764629530, 1, 184
